age,race,gender,education,occupation,decision
33,White,Male,Bachelors,Exec-managerial,1
47,White,Male,5th-6th,Transport-moving,0
52,White,Male,Doctorate,Prof-specialty,1
26,White,Male,HS-grad,Craft-repair,0
60,White,Male,HS-grad,Craft-repair,0
21,White,Male,Some-college,Handlers-cleaners,0
36,White,Male,Some-college,Sales,1
31,White,Male,Some-college,Craft-repair,0
50,White,Male,Doctorate,Prof-specialty,1
31,White,Female,HS-grad,Adm-clerical,0
71,White,Male,HS-grad,Craft-repair,0
58,White,Male,HS-grad,?,0
30,White,Male,Bachelors,Tech-support,1
20,White,Male,Some-college,Other-service,0
24,White,Male,HS-grad,Exec-managerial,0
35,Asian-Pac-Islander,Male,Doctorate,Prof-specialty,1
38,White,Female,Some-college,Exec-managerial,0
27,White,Female,HS-grad,Machine-op-inspct,0
29,Asian-Pac-Islander,Female,Some-college,Adm-clerical,0
70,White,Female,9th,?,0
34,White,Male,HS-grad,Craft-repair,0
44,White,Male,7th-8th,Craft-repair,0
43,White,Male,HS-grad,Machine-op-inspct,1
44,Black,Male,12th,Handlers-cleaners,1
35,White,Male,Masters,Sales,0
27,White,Male,Some-college,Prof-specialty,0
43,White,Male,Masters,Prof-specialty,0
20,White,Female,Some-college,Sales,0
42,White,Female,Assoc-acdm,Prof-specialty,1
27,White,Male,Some-college,Transport-moving,0
42,Black,Male,HS-grad,Craft-repair,1
20,Asian-Pac-Islander,Female,11th,?,0
24,White,Male,9th,Machine-op-inspct,0
48,White,Male,Some-college,Exec-managerial,0
17,White,Female,11th,?,0
17,White,Male,11th,Farming-fishing,0
33,White,Male,Bachelors,Exec-managerial,1
50,White,Male,HS-grad,Sales,1
22,White,Female,HS-grad,Sales,0
17,White,Male,12th,Other-service,0
32,White,Male,Some-college,Adm-clerical,0
31,White,Male,HS-grad,Craft-repair,0
58,White,Male,HS-grad,Exec-managerial,0
29,White,Male,HS-grad,Protective-serv,0
37,White,Male,Assoc-voc,Craft-repair,1
34,White,Male,HS-grad,Craft-repair,1
23,Black,Male,Some-college,Exec-managerial,0
18,White,Female,11th,Adm-clerical,0
34,White,Female,HS-grad,Exec-managerial,0
66,White,Male,7th-8th,?,0
45,White,Female,Bachelors,Prof-specialty,0
41,White,Male,Masters,Exec-managerial,0
26,White,Male,HS-grad,Other-service,0
54,White,Male,Some-college,Farming-fishing,0
24,Black,Female,Some-college,Machine-op-inspct,0
42,White,Male,Some-college,Prof-specialty,0
20,White,Male,Some-college,Prof-specialty,0
23,White,Female,Bachelors,Tech-support,0
25,White,Male,Assoc-acdm,?,0
35,White,Male,Masters,Prof-specialty,1
31,White,Male,Masters,Tech-support,1
30,White,Female,Bachelors,Prof-specialty,0
19,White,Female,HS-grad,Sales,0
36,White,Male,Bachelors,Prof-specialty,0
31,White,Female,Bachelors,Sales,0
21,White,Male,Some-college,Handlers-cleaners,0
31,White,Male,Some-college,Craft-repair,0
46,White,Female,Doctorate,Prof-specialty,1
44,White,Female,Bachelors,Exec-managerial,1
40,Black,Male,12th,Other-service,0
45,Black,Male,Some-college,Sales,0
60,White,Male,HS-grad,Craft-repair,0
18,White,Male,11th,Other-service,0
28,White,Male,Bachelors,Prof-specialty,0
36,Black,Female,Some-college,Adm-clerical,0
36,White,Male,Bachelors,Prof-specialty,0
40,White,Male,Assoc-voc,Tech-support,0
36,White,Female,Bachelors,Adm-clerical,0
31,Black,Female,HS-grad,Other-service,0
33,White,Male,HS-grad,Machine-op-inspct,0
19,White,Female,HS-grad,Tech-support,0
22,White,Female,Some-college,Sales,0
34,White,Male,Bachelors,Exec-managerial,1
33,White,Male,HS-grad,Other-service,0
41,White,Male,HS-grad,Craft-repair,0
29,White,Male,Bachelors,Prof-specialty,0
50,White,Male,HS-grad,Exec-managerial,1
42,White,Male,Bachelors,Exec-managerial,1
43,White,Male,Bachelors,Prof-specialty,1
44,White,Female,HS-grad,Sales,0
20,White,Female,Some-college,Other-service,0
31,White,Male,HS-grad,Other-service,0
65,White,Male,11th,Exec-managerial,1
23,White,Female,Some-college,Other-service,0
55,Asian-Pac-Islander,Female,Some-college,Adm-clerical,0
26,White,Male,Assoc-voc,Adm-clerical,0
25,White,Female,Assoc-voc,Other-service,0
45,Black,Female,Some-college,?,0
35,White,Male,Some-college,Craft-repair,0
36,Black,Female,Some-college,Sales,0
43,White,Male,Bachelors,Prof-specialty,0
56,Black,Female,HS-grad,Other-service,0
42,White,Male,Bachelors,Tech-support,1
19,White,Female,Some-college,Other-service,0
55,White,Male,HS-grad,Transport-moving,0
42,White,Female,Masters,Exec-managerial,1
26,White,Male,Assoc-voc,Tech-support,0
17,White,Male,12th,Handlers-cleaners,0
42,White,Female,Bachelors,Prof-specialty,1
55,White,Male,HS-grad,Transport-moving,1
32,Black,Female,Some-college,Adm-clerical,0
29,Black,Male,11th,Craft-repair,0
46,White,Male,Bachelors,Prof-specialty,0
29,White,Male,Bachelors,Exec-managerial,1
22,White,Male,Bachelors,Prof-specialty,0
58,White,Male,10th,Craft-repair,0
23,White,Male,HS-grad,Transport-moving,0
39,White,Male,HS-grad,Handlers-cleaners,0
27,White,Male,Assoc-voc,Craft-repair,0
54,White,Male,HS-grad,Transport-moving,1
33,White,Female,Bachelors,Prof-specialty,0
46,White,Female,HS-grad,Adm-clerical,1
37,Black,Male,HS-grad,Farming-fishing,0
36,White,Female,HS-grad,Other-service,0
59,White,Female,HS-grad,Adm-clerical,1
34,White,Male,HS-grad,Protective-serv,0
53,White,Male,Doctorate,Exec-managerial,1
51,White,Male,Bachelors,Sales,1
32,White,Female,10th,Other-service,0
31,White,Male,Some-college,Other-service,0
22,White,Female,Some-college,Sales,0
47,White,Female,Bachelors,Sales,0
32,White,Male,HS-grad,Machine-op-inspct,0
26,White,Female,Some-college,Farming-fishing,0
37,White,Male,5th-6th,Farming-fishing,0
31,White,Male,HS-grad,Craft-repair,0
37,White,Female,Assoc-voc,Tech-support,1
55,White,Male,HS-grad,Sales,0
23,White,Male,Assoc-voc,Tech-support,0
36,White,Female,Some-college,Adm-clerical,0
34,White,Male,Masters,Prof-specialty,0
43,White,Male,Bachelors,Sales,1
54,White,Male,Some-college,Tech-support,0
43,White,Male,Some-college,Craft-repair,0
28,White,Female,Assoc-voc,Machine-op-inspct,0
40,White,Male,Assoc-voc,Exec-managerial,1
41,White,Male,Some-college,Exec-managerial,0
40,Other,Female,Bachelors,Sales,1
42,Black,Female,Some-college,Adm-clerical,0
61,White,Male,HS-grad,Farming-fishing,0
18,White,Male,12th,Machine-op-inspct,0
59,White,Male,HS-grad,?,0
21,White,Female,HS-grad,?,0
48,White,Male,Assoc-voc,Tech-support,1
41,White,Male,Bachelors,Tech-support,0
18,White,Male,Some-college,?,0
23,White,Female,HS-grad,Sales,0
60,White,Male,HS-grad,Transport-moving,1
22,Black,Male,Some-college,Other-service,0
61,White,Male,HS-grad,Machine-op-inspct,0
25,Black,Male,HS-grad,Machine-op-inspct,0
46,White,Male,Masters,Tech-support,1
43,White,Male,Bachelors,Exec-managerial,1
43,White,Male,Assoc-acdm,Craft-repair,0
24,Black,Male,HS-grad,Other-service,0
68,White,Male,11th,Farming-fishing,0
31,White,Female,HS-grad,Adm-clerical,0
17,White,Female,11th,Sales,0
32,White,Male,HS-grad,Craft-repair,1
50,White,Male,Masters,?,0
33,White,Male,Bachelors,Prof-specialty,1
64,White,Male,Bachelors,Prof-specialty,1
20,White,Male,HS-grad,Transport-moving,0
30,White,Female,HS-grad,Other-service,0
22,Black,Male,Some-college,?,0
43,White,Male,Some-college,Exec-managerial,0
22,White,Male,Some-college,Adm-clerical,0
17,White,Male,10th,Farming-fishing,0
47,White,Female,HS-grad,Other-service,0
41,White,Female,Assoc-voc,Prof-specialty,0
56,White,Male,Some-college,Craft-repair,1
64,White,Male,HS-grad,Transport-moving,0
47,White,Male,HS-grad,Transport-moving,1
48,White,Male,Assoc-voc,Adm-clerical,0
31,White,Female,Masters,Prof-specialty,0
29,White,Male,Assoc-voc,Tech-support,0
30,White,Female,HS-grad,Adm-clerical,0
32,White,Male,HS-grad,Exec-managerial,0
57,White,Male,HS-grad,Transport-moving,1
62,White,Female,HS-grad,Other-service,0
39,White,Female,HS-grad,Machine-op-inspct,0
43,White,Male,Some-college,Adm-clerical,0
24,White,Male,Bachelors,Sales,0
42,White,Male,11th,?,0
53,White,Female,Some-college,Adm-clerical,1
26,White,Male,Some-college,Handlers-cleaners,0
73,White,Male,HS-grad,Exec-managerial,0
72,White,Female,11th,?,0
55,White,Male,HS-grad,Machine-op-inspct,0
25,White,Male,HS-grad,Adm-clerical,0
41,White,Female,Bachelors,Prof-specialty,1
24,White,Male,Bachelors,Exec-managerial,0
63,White,Male,HS-grad,Farming-fishing,0
17,White,Male,11th,Sales,0
35,White,Male,Some-college,Craft-repair,0
51,White,Male,Some-college,Prof-specialty,1
62,White,Female,Bachelors,Prof-specialty,0
55,White,Male,HS-grad,Craft-repair,1
43,White,Male,Some-college,Prof-specialty,0
40,White,Female,HS-grad,Other-service,0
37,White,Male,Bachelors,Exec-managerial,1
39,White,Male,Bachelors,Craft-repair,0
31,White,Male,HS-grad,Craft-repair,0
61,White,Female,Masters,Prof-specialty,1
26,White,Female,Assoc-voc,Adm-clerical,0
46,White,Male,HS-grad,Sales,0
26,White,Female,Bachelors,Prof-specialty,0
48,White,Male,Doctorate,Prof-specialty,1
34,White,Male,HS-grad,Transport-moving,0
34,White,Female,HS-grad,Adm-clerical,0
59,White,Male,HS-grad,Other-service,1
34,White,Female,Bachelors,Prof-specialty,0
49,White,Female,Bachelors,Exec-managerial,1
18,White,Female,11th,Adm-clerical,0
43,White,Male,HS-grad,Farming-fishing,0
48,White,Male,11th,Exec-managerial,0
28,White,Male,Some-college,Exec-managerial,0
33,White,Male,HS-grad,Machine-op-inspct,0
24,White,Female,Some-college,Sales,0
21,White,Male,10th,Handlers-cleaners,0
17,White,Male,11th,Sales,0
39,White,Male,Some-college,Farming-fishing,1
29,White,Male,Bachelors,Prof-specialty,0
44,White,Male,Bachelors,Exec-managerial,1
24,White,Male,Some-college,Transport-moving,0
71,White,Male,Masters,Sales,1
51,Asian-Pac-Islander,Male,Bachelors,Sales,1
55,Black,Male,5th-6th,Other-service,0
41,White,Male,Bachelors,Exec-managerial,1
23,Black,Female,HS-grad,Handlers-cleaners,0
38,White,Female,Assoc-voc,Adm-clerical,0
39,White,Male,HS-grad,Transport-moving,1
19,White,Female,HS-grad,Adm-clerical,0
49,White,Female,9th,Machine-op-inspct,0
32,White,Male,Bachelors,Adm-clerical,1
27,White,Male,HS-grad,Craft-repair,0
38,White,Male,Bachelors,Sales,1
33,White,Female,Some-college,Craft-repair,0
63,White,Male,Some-college,?,0
23,White,Male,Bachelors,Exec-managerial,0
33,White,Male,Some-college,Craft-repair,0
54,Black,Male,HS-grad,Sales,0
29,White,Female,Assoc-voc,Tech-support,0
48,Black,Female,Some-college,?,0
35,White,Male,Bachelors,Exec-managerial,0
28,Asian-Pac-Islander,Female,Assoc-voc,Adm-clerical,0
37,White,Male,Bachelors,Prof-specialty,1
42,White,Male,Prof-school,Farming-fishing,1
40,White,Male,Masters,Prof-specialty,0
47,White,Male,Some-college,Sales,0
22,White,Female,Bachelors,Exec-managerial,0
30,White,Male,Bachelors,Exec-managerial,1
28,White,Male,HS-grad,Tech-support,0
63,White,Male,7th-8th,Other-service,0
51,White,Male,9th,Craft-repair,0
22,White,Female,HS-grad,Handlers-cleaners,0
27,Amer-Indian-Eskimo,Male,Assoc-acdm,?,0
35,White,Male,HS-grad,Sales,0
46,White,Female,HS-grad,Machine-op-inspct,0
37,White,Male,Some-college,Machine-op-inspct,0
24,Black,Male,Bachelors,Prof-specialty,0
37,White,Male,HS-grad,Handlers-cleaners,0
53,White,Male,Some-college,Tech-support,0
27,White,Male,HS-grad,Sales,0
38,White,Male,Some-college,Craft-repair,0
53,White,Male,10th,Farming-fishing,0
34,White,Male,Some-college,Craft-repair,0
23,Black,Male,HS-grad,Sales,0
39,White,Male,Bachelors,Exec-managerial,1
43,Asian-Pac-Islander,Female,Masters,Prof-specialty,0
67,Asian-Pac-Islander,Male,HS-grad,Exec-managerial,1
81,White,Male,HS-grad,Exec-managerial,0
21,White,Male,Some-college,Other-service,0
23,White,Male,Some-college,Sales,0
25,White,Male,Some-college,Transport-moving,0
42,White,Female,5th-6th,Machine-op-inspct,0
38,Black,Female,Some-college,Adm-clerical,0
64,White,Male,HS-grad,?,0
32,White,Male,HS-grad,Machine-op-inspct,0
37,White,Male,HS-grad,Machine-op-inspct,0
51,White,Male,Masters,Exec-managerial,1
22,White,Female,Some-college,Sales,0
33,White,Female,1st-4th,Priv-house-serv,0
42,White,Male,HS-grad,Machine-op-inspct,0
19,White,Female,Some-college,?,0
51,White,Male,Preschool,Other-service,0
23,White,Female,HS-grad,Adm-clerical,0
37,White,Male,11th,Machine-op-inspct,1
37,White,Male,HS-grad,Craft-repair,1
47,White,Female,Masters,Prof-specialty,0
41,White,Male,Prof-school,Prof-specialty,1
33,White,Male,HS-grad,Craft-repair,0
31,White,Male,Bachelors,Sales,1
31,Amer-Indian-Eskimo,Female,Assoc-acdm,Other-service,0
35,Black,Male,HS-grad,Machine-op-inspct,0
38,White,Male,HS-grad,Exec-managerial,1
18,White,Female,HS-grad,Other-service,0
20,White,Male,HS-grad,Machine-op-inspct,0
54,Black,Female,Some-college,Exec-managerial,0
40,White,Female,Some-college,Adm-clerical,0
36,White,Female,Bachelors,Exec-managerial,1
43,White,Male,Some-college,Craft-repair,0
44,White,Male,Some-college,Farming-fishing,0
44,White,Female,HS-grad,Prof-specialty,1
43,White,Male,Masters,Exec-managerial,1
51,Black,Female,7th-8th,Other-service,0
18,White,Female,HS-grad,Other-service,0
51,White,Male,Some-college,Exec-managerial,0
41,White,Male,10th,Craft-repair,0
44,White,Male,Some-college,Sales,1
33,White,Male,10th,Transport-moving,0
33,White,Male,Bachelors,Exec-managerial,1
42,White,Male,Assoc-acdm,Exec-managerial,1
25,White,Male,Some-college,Prof-specialty,0
32,White,Female,HS-grad,Machine-op-inspct,0
32,White,Male,Bachelors,Craft-repair,0
36,White,Female,10th,Exec-managerial,0
28,White,Male,HS-grad,Transport-moving,0
20,White,Female,HS-grad,Other-service,0
35,White,Male,Some-college,Sales,1
55,White,Male,HS-grad,Craft-repair,0
48,Asian-Pac-Islander,Male,Bachelors,Exec-managerial,1
36,White,Female,Assoc-voc,?,0
34,White,Male,HS-grad,Craft-repair,1
28,White,Female,Bachelors,Tech-support,0
67,White,Male,Bachelors,Exec-managerial,1
37,White,Male,HS-grad,Craft-repair,0
44,White,Male,HS-grad,Transport-moving,0
25,White,Female,Some-college,Sales,0
21,White,Female,Some-college,Exec-managerial,0
40,White,Male,Masters,Prof-specialty,1
78,Black,Female,HS-grad,Other-service,0
34,White,Male,HS-grad,Handlers-cleaners,0
49,White,Female,HS-grad,Adm-clerical,0
22,White,Female,Assoc-acdm,Adm-clerical,0
23,Black,Female,HS-grad,?,0
60,White,Male,HS-grad,Farming-fishing,0
45,White,Male,HS-grad,Protective-serv,1
63,White,Female,Assoc-voc,Other-service,0
41,Black,Female,HS-grad,Craft-repair,0
47,White,Female,HS-grad,Adm-clerical,0
44,White,Male,HS-grad,Craft-repair,0
51,White,Female,Some-college,Prof-specialty,0
46,White,Male,Bachelors,Sales,0
41,White,Male,Assoc-voc,Machine-op-inspct,0
50,White,Male,HS-grad,Craft-repair,0
47,White,Male,HS-grad,Adm-clerical,1
35,White,Male,HS-grad,Exec-managerial,0
56,White,Male,HS-grad,Exec-managerial,1
45,White,Male,Masters,Prof-specialty,0
48,White,Male,Bachelors,Exec-managerial,1
40,White,Male,Some-college,Machine-op-inspct,0
39,White,Male,Bachelors,Exec-managerial,1
20,White,Male,Some-college,Other-service,0
50,White,Male,Doctorate,Prof-specialty,1
38,White,Female,HS-grad,Prof-specialty,1
23,White,Female,Bachelors,Prof-specialty,0
31,White,Male,HS-grad,Other-service,0
58,White,Male,Bachelors,Adm-clerical,0
66,Black,Male,HS-grad,Machine-op-inspct,0
39,White,Male,HS-grad,Exec-managerial,1
54,White,Male,HS-grad,Craft-repair,1
26,White,Male,Some-college,Sales,0
51,White,Female,HS-grad,Machine-op-inspct,0
34,White,Male,Assoc-voc,Transport-moving,0
50,White,Male,HS-grad,Machine-op-inspct,1
42,White,Male,Some-college,Prof-specialty,1
38,White,Male,Masters,Prof-specialty,0
48,White,Male,7th-8th,Handlers-cleaners,0
33,White,Female,Assoc-voc,Tech-support,1
51,White,Female,HS-grad,Other-service,0
22,White,Male,HS-grad,Craft-repair,0
19,White,Male,HS-grad,?,0
41,White,Male,Some-college,Craft-repair,0
48,White,Male,Masters,Prof-specialty,1
42,White,Female,HS-grad,Sales,0
34,White,Male,Some-college,Other-service,0
23,Black,Female,HS-grad,Machine-op-inspct,0
56,White,Male,HS-grad,Other-service,0
30,Black,Male,Bachelors,Prof-specialty,0
45,White,Male,HS-grad,Exec-managerial,1
48,White,Female,10th,Adm-clerical,0
48,Asian-Pac-Islander,Male,Masters,Sales,0
31,White,Female,Assoc-voc,Adm-clerical,0
20,White,Male,Assoc-acdm,Other-service,0
27,White,Male,Some-college,Sales,0
32,Black,Female,HS-grad,Other-service,0
76,White,Male,7th-8th,?,0
19,White,Male,HS-grad,?,0
66,White,Male,9th,Exec-managerial,0
37,White,Male,HS-grad,Other-service,0
34,Black,Female,HS-grad,Priv-house-serv,0
34,White,Female,11th,?,0
90,White,Female,HS-grad,Other-service,0
23,Black,Female,Some-college,Machine-op-inspct,0
43,White,Female,Some-college,Adm-clerical,0
44,White,Male,Bachelors,Exec-managerial,1
24,White,Female,Some-college,Tech-support,0
28,White,Male,Prof-school,Prof-specialty,0
64,White,Female,Assoc-acdm,?,0
23,White,Male,Some-college,Other-service,0
20,White,Female,Some-college,Sales,0
36,White,Male,Bachelors,Prof-specialty,1
61,White,Male,HS-grad,Machine-op-inspct,0
53,White,Male,Bachelors,Sales,1
30,White,Male,Bachelors,Adm-clerical,1
52,White,Male,Some-college,Sales,1
38,White,Male,Some-college,Craft-repair,0
32,White,Male,Bachelors,Sales,0
30,White,Male,12th,Transport-moving,0
41,White,Female,Assoc-voc,Craft-repair,0
49,White,Male,Masters,Prof-specialty,1
45,White,Male,HS-grad,Craft-repair,1
43,White,Male,HS-grad,Exec-managerial,0
61,White,Male,HS-grad,Machine-op-inspct,0
54,White,Male,HS-grad,Other-service,0
34,White,Female,Assoc-acdm,Other-service,0
49,White,Male,Some-college,Sales,1
38,White,Male,Some-college,Other-service,0
35,White,Male,Prof-school,Prof-specialty,1
36,White,Male,12th,Transport-moving,0
30,White,Male,Bachelors,Exec-managerial,0
36,White,Female,Assoc-acdm,Tech-support,0
22,White,Female,Bachelors,Prof-specialty,0
38,White,Male,HS-grad,Craft-repair,1
37,White,Male,HS-grad,Craft-repair,1
48,White,Female,Doctorate,Prof-specialty,1
17,White,Male,11th,Adm-clerical,0
19,White,Male,Some-college,Craft-repair,0
27,Black,Female,Bachelors,Sales,0
22,Asian-Pac-Islander,Male,Bachelors,Sales,0
49,White,Male,HS-grad,Craft-repair,0
43,White,Female,Assoc-voc,Prof-specialty,1
43,White,Female,Bachelors,Prof-specialty,0
19,White,Female,HS-grad,Exec-managerial,0
58,White,Male,HS-grad,Farming-fishing,0
41,White,Male,Some-college,Protective-serv,1
31,White,Male,Some-college,Adm-clerical,0
30,White,Male,Assoc-voc,Transport-moving,0
32,White,Male,HS-grad,Protective-serv,0
29,White,Male,Bachelors,Exec-managerial,0
42,White,Male,Some-college,Exec-managerial,1
38,White,Male,HS-grad,Craft-repair,0
41,White,Male,Assoc-acdm,Prof-specialty,1
44,White,Male,Bachelors,Sales,1
31,Asian-Pac-Islander,Male,Doctorate,Prof-specialty,0
34,White,Male,HS-grad,Craft-repair,0
21,White,Male,Some-college,Adm-clerical,0
22,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,0
62,White,Male,10th,Machine-op-inspct,0
19,White,Female,HS-grad,?,0
29,White,Female,HS-grad,Sales,1
43,White,Female,Some-college,Prof-specialty,0
68,White,Male,7th-8th,?,0
45,White,Male,Bachelors,Machine-op-inspct,1
39,White,Male,9th,Exec-managerial,0
41,Black,Male,Bachelors,Exec-managerial,0
34,White,Female,Assoc-acdm,Prof-specialty,1
34,White,Female,HS-grad,Adm-clerical,0
31,White,Male,Bachelors,Prof-specialty,0
29,White,Male,HS-grad,Handlers-cleaners,0
41,White,Male,Bachelors,Craft-repair,1
41,White,Male,Assoc-voc,Transport-moving,0
35,White,Male,Masters,Sales,1
33,White,Female,Bachelors,Sales,1
37,White,Male,Bachelors,Adm-clerical,0
69,White,Female,HS-grad,Sales,0
34,White,Female,HS-grad,Handlers-cleaners,0
60,White,Male,Assoc-voc,Machine-op-inspct,1
36,White,Male,Some-college,Craft-repair,0
41,White,Male,HS-grad,Transport-moving,0
58,White,Female,Bachelors,Prof-specialty,1
53,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,0
29,White,Male,Some-college,Tech-support,0
45,White,Female,HS-grad,Tech-support,0
34,White,Male,Some-college,Exec-managerial,0
36,White,Male,Bachelors,Tech-support,0
48,Black,Female,Some-college,Other-service,0
20,White,Female,Assoc-voc,Adm-clerical,0
35,White,Male,HS-grad,Transport-moving,1
63,Black,Male,HS-grad,Handlers-cleaners,0
41,White,Male,Some-college,Other-service,0
28,White,Male,Bachelors,Prof-specialty,0
30,Black,Female,Some-college,Machine-op-inspct,0
34,White,Female,HS-grad,?,0
